age,income,credit_score,loan_amount,years_employed,education,employment_status,marital_status,housing_type,application_date,target
48.0,72644.94,580.0,7923.88,0.0,High School,Employed,Divorced,Own,2025-03-28,1
29.0,41281.47,312.0,9602.92,11.7,Master,Self-Employed,Single,Other,2025-03-11,0
31.0,54751.13,612.0,4262.74,5.5,PhD,Unemployed,Married,Rent,2025-03-27,0
19.0,9312.64,832.0,15324.18,32.6,High School,Self-Employed,Married,Mortgage,2024-02-12,0
68.0,43145.49,426.0,10434.83,3.9,Master,Employed,Divorced,Other,2024-06-21,1
72.0,41555.09,778.0,6190.1,35.3,Bachelor,Self-Employed,Single,Rent,2024-09-18,1
44.0,19561.54,619.0,10120.82,14.5,Master,Employed,Divorced,Own,2023-02-08,0
64.0,,461.0,4109.27,31.2,,Employed,Married,Own,2023-06-25,1
58.0,54694.61,495.0,21147.87,30.4,Bachelor,Self-Employed,Divorced,Other,2023-09-03,0
63.0,30103.69,559.0,11990.87,13.1,Master,Employed,Married,Rent,2025-04-16,0
73.0,39295.75,678.0,3695.52,22.0,Bachelor,Employed,Married,Other,2024-11-04,0
29.0,83691.93,364.0,4269.55,23.0,High School,Employed,Single,Mortgage,2025-01-31,1
78.0,33570.75,517.0,4117.05,24.0,PhD,Self-Employed,Married,Other,2025-05-16,1
24.0,60259.42,319.0,632.92,17.4,Bachelor,Employed,Married,Own,2023-06-04,0
71.0,40639.56,443.0,24619.46,6.8,Master,Self-Employed,Widowed,Rent,2023-10-15,1
52.0,,482.0,2222.01,8.4,Bachelor,Self-Employed,Single,Other,2025-03-31,0
61.0,,,1002.31,18.8,Bachelor,Employed,Married,Rent,2024-07-23,0
65.0,45206.65,585.0,16098.05,2.4,Master,Retired,Married,Mortgage,2025-01-20,1
57.0,35956.32,734.0,14316.61,29.4,Master,Employed,Married,Mortgage,2023-01-18,0
58.0,62477.27,523.0,7863.72,20.7,Bachelor,Employed,Single,Own,2023-05-08,1
76.0,49035.61,775.0,8760.06,35.6,High School,Self-Employed,Single,Mortgage,2023-11-19,1
68.0,25560.46,441.0,19016.65,29.4,Master,Employed,Married,Own,2023-09-13,1
65.0,74365.73,493.0,777.68,25.1,Master,Self-Employed,Divorced,Rent,2025-02-13,0
63.0,70541.61,517.0,27968.23,34.5,Bachelor,Employed,Married,Other,2025-09-01,0
77.0,64551.17,482.0,6575.24,17.7,Bachelor,Employed,Married,Rent,2023-07-10,1
33.0,62596.21,427.0,8285.65,17.8,Bachelor,Employed,Single,Own,2023-04-26,1
56.0,44698.6,501.0,17359.51,23.9,High School,Employed,Single,Mortgage,2024-09-14,1
75.0,,455.0,8786.77,16.6,High School,Employed,Married,Own,2024-08-29,1
43.0,15664.08,510.0,7819.15,12.2,Bachelor,Employed,Divorced,Rent,2023-06-30,0
49.0,39260.36,675.0,7273.04,17.2,Master,Employed,Divorced,Rent,2023-10-29,0
65.0,,740.0,14982.96,0.0,,Employed,Married,Other,2024-05-28,0
50.0,25837.33,461.0,12176.77,25.5,Master,Unemployed,Married,Own,2025-06-18,0
75.0,43969.48,810.0,21338.19,9.8,High School,Self-Employed,Single,Own,2024-12-31,1
75.0,63843.98,653.0,13327.15,14.7,Bachelor,Self-Employed,Divorced,Mortgage,2025-04-23,1
27.0,47907.42,367.0,836.23,26.1,Master,Self-Employed,Single,Own,2024-10-29,1
72.0,52316.11,590.0,5244.5,15.9,Bachelor,Unemployed,Single,Mortgage,2024-06-01,1
71.0,45393.58,600.0,15334.32,4.3,Bachelor,Unemployed,Widowed,Mortgage,2025-09-21,1
79.0,71295.09,659.0,25181.0,24.7,Bachelor,Self-Employed,Single,Rent,2023-02-15,0
53.0,64716.03,348.0,56263.48,16.1,Bachelor,Retired,Married,Rent,2025-07-06,1
29.0,47161.89,453.0,2238.44,11.0,Bachelor,Employed,Single,Rent,2023-06-07,1
53.0,64222.65,356.0,21592.06,27.8,Bachelor,Self-Employed,Married,Own,2025-01-21,0
52.0,44024.4,635.0,17038.96,5.3,Bachelor,Employed,Divorced,Own,2023-06-21,1
53.0,37272.19,684.0,3594.17,5.5,Bachelor,Self-Employed,Married,Own,2023-01-17,0
60.0,55146.64,661.0,14827.47,18.1,High School,Employed,Married,Own,2024-05-26,1
79.0,27152.59,681.0,131.15,34.9,PhD,Employed,Single,Mortgage,2023-02-18,1
64.0,42593.44,839.0,4176.77,29.3,High School,Employed,Single,Rent,2025-09-08,0
55.0,25263.76,395.0,26930.05,15.9,Master,Self-Employed,Single,Own,2025-04-28,0
46.0,41076.65,723.0,19470.73,24.7,Bachelor,Retired,Married,Own,2024-05-30,1
50.0,71068.15,808.0,10025.91,29.2,PhD,Employed,Married,Rent,2024-11-23,1
69.0,57601.02,730.0,1260.34,28.0,Bachelor,Employed,Married,Rent,2024-04-25,0
66.0,64272.71,411.0,9190.51,1.2,High School,Self-Employed,Married,Mortgage,2023-10-11,1
36.0,65686.03,593.0,13532.57,0.3,Bachelor,Retired,Married,Own,2025-04-29,0
27.0,74899.21,668.0,3624.49,11.4,High School,Self-Employed,Single,Own,2024-10-22,0
61.0,44160.68,612.0,161.92,30.1,Bachelor,Retired,Single,Other,2023-08-14,0
55.0,70951.9,735.0,6135.93,4.2,High School,Employed,Single,Mortgage,2023-01-27,0
45.0,54171.59,657.0,3602.23,7.1,Bachelor,Self-Employed,Divorced,Mortgage,2025-02-28,0
55.0,18721.74,626.0,13568.55,26.7,Master,Employed,Single,Rent,2024-03-13,0
54.0,42390.01,524.0,4151.67,34.1,High School,Employed,Single,Rent,2025-08-17,1
66.0,,564.0,10612.99,33.6,,Employed,Single,Own,2023-12-31,0
79.0,29619.33,842.0,9568.83,3.7,High School,Retired,Single,Rent,2023-08-18,0
66.0,43193.05,819.0,1152.91,3.0,PhD,Employed,Divorced,Mortgage,2023-02-07,0
52.0,44239.52,815.0,6029.66,4.2,Bachelor,Employed,Divorced,Mortgage,2025-09-02,0
72.0,18209.64,525.0,5529.88,24.2,High School,Unemployed,Married,Rent,2024-01-10,1
58.0,49954.81,575.0,7590.5,16.0,PhD,Employed,Single,Mortgage,2024-04-14,1
23.0,61910.26,692.0,1801.86,20.5,Master,Employed,Married,Mortgage,2025-09-04,1
42.0,34663.47,751.0,9259.65,26.3,PhD,Unemployed,Divorced,Own,2025-05-08,0
78.0,26833.03,483.0,13775.1,22.7,Bachelor,Unemployed,Married,Mortgage,2024-12-13,1
67.0,59270.43,415.0,17945.15,8.0,Master,Employed,Married,Rent,2025-01-02,0
56.0,49223.62,445.0,1391.95,13.6,PhD,Employed,Single,Rent,2023-07-14,1
64.0,15590.35,364.0,11087.61,16.1,High School,Self-Employed,Single,Other,2025-06-28,1
43.0,,835.0,2912.16,10.9,Bachelor,Self-Employed,Single,Own,2025-05-22,1
44.0,40557.25,660.0,6845.91,3.1,Bachelor,Employed,Divorced,Rent,2024-05-18,1
68.0,32096.05,630.0,12383.32,32.9,High School,Unemployed,Married,Mortgage,2025-09-06,0
75.0,14966.41,654.0,3083.88,2.5,Master,Employed,Married,Mortgage,2025-06-01,1
52.0,32331.55,557.0,147.36,0.5,Bachelor,Unemployed,Single,Other,2024-08-02,1
35.0,56863.06,733.0,2744.23,11.3,Bachelor,Employed,Married,Rent,2025-09-05,1
40.0,43363.51,487.0,532.96,33.1,High School,Retired,Single,Mortgage,2023-06-12,0
29.0,75736.34,694.0,10335.46,26.1,Master,Employed,Widowed,Mortgage,2024-12-09,0
58.0,56772.74,680.0,7593.33,30.7,High School,Unemployed,Divorced,Mortgage,2023-06-02,0
41.0,,579.0,8427.72,25.9,,Employed,Divorced,Own,2024-11-18,1
46.0,40641.95,439.0,9987.04,38.3,Bachelor,Employed,Single,Mortgage,2024-12-07,1
66.0,45454.53,591.0,5716.27,2.4,Bachelor,Unemployed,Married,Own,2025-02-01,0
74.0,79792.05,329.0,11380.29,12.8,Bachelor,Employed,Single,Rent,2023-04-22,0
61.0,31475.83,481.0,15240.46,5.3,Bachelor,Employed,Single,Own,2023-08-15,1
78.0,57557.24,398.0,5852.97,25.2,High School,Employed,Widowed,Rent,2024-11-25,1
31.0,18339.51,760.0,20984.66,30.9,Bachelor,Self-Employed,Married,Mortgage,2023-04-14,0
73.0,62540.92,653.0,5255.62,33.2,Master,Employed,Divorced,Mortgage,2024-02-26,1
65.0,70828.87,706.0,12481.34,5.5,Bachelor,Self-Employed,Single,Other,2024-02-24,0
40.0,80425.36,412.0,9649.34,3.7,Bachelor,Employed,Single,Rent,2025-01-27,0
77.0,45149.66,512.0,1727.82,5.1,Bachelor,Employed,Married,Rent,2024-08-09,1
26.0,33349.43,382.0,4550.69,2.7,Bachelor,Employed,Single,Rent,2025-02-26,1
18.0,54023.25,664.0,12247.15,38.7,Master,Employed,Single,Mortgage,2024-11-03,1
70.0,47086.23,661.0,1552.68,11.1,Bachelor,Employed,Single,Rent,2023-04-30,1
74.0,19062.11,489.0,11983.59,16.9,Master,Self-Employed,Married,Mortgage,2023-02-23,0
75.0,52393.0,431.0,7912.02,4.3,Bachelor,Self-Employed,Married,Own,2023-06-01,0
46.0,47689.45,815.0,17936.2,12.9,Bachelor,Self-Employed,Single,Mortgage,2024-02-08,1
25.0,36163.51,783.0,3504.86,34.8,Master,Employed,Married,Mortgage,2025-08-11,1
46.0,79989.76,374.0,19002.69,1.4,Bachelor,Unemployed,Married,Mortgage,2023-07-27,1
40.0,42855.49,386.0,6270.33,37.1,Master,Employed,Married,Rent,2024-10-20,0
65.0,53773.57,642.0,1411.65,36.9,High School,Employed,Single,Own,2025-05-01,1
67.0,83276.32,498.0,23514.22,9.7,High School,Employed,Married,Own,2025-09-14,1
56.0,54793.06,748.0,625.45,24.2,Bachelor,Employed,Divorced,Mortgage,2023-01-09,1
78.0,63296.72,737.0,2571.41,25.4,Bachelor,Employed,Married,Own,2025-06-27,1
42.0,53767.92,651.0,10762.06,3.9,Bachelor,Retired,Married,Own,2023-02-06,0
77.0,48543.51,633.0,4290.77,9.0,PhD,Unemployed,Divorced,Other,2024-03-28,0
38.0,56589.54,784.0,34192.67,30.3,High School,Employed,Married,Own,2024-10-13,0
54.0,,,3752.22,36.4,Bachelor,Employed,Married,Other,2023-09-11,1
21.0,57001.74,378.0,9961.47,5.2,Master,Employed,Married,Other,2023-10-31,1
66.0,29977.94,462.0,2238.35,12.8,Bachelor,Unemployed,Single,Other,2025-01-23,1
56.0,54746.39,676.0,498.81,39.8,PhD,Self-Employed,Single,Rent,2024-07-25,1
22.0,19600.07,743.0,652.22,15.4,High School,Self-Employed,Married,Mortgage,2024-09-15,0
40.0,34016.54,446.0,432.65,39.8,Bachelor,Unemployed,Divorced,Rent,2024-12-17,1
61.0,75345.36,625.0,11220.85,3.5,High School,Employed,Divorced,Rent,2025-06-23,1
49.0,70245.57,604.0,4954.15,13.5,Master,Self-Employed,Single,Mortgage,2023-09-20,1
51.0,81736.34,322.0,31820.1,32.8,Master,Employed,Single,Other,2024-09-02,0
61.0,50923.53,453.0,2287.1,26.6,Bachelor,Employed,Married,Rent,2023-10-25,1
50.0,12059.94,506.0,5236.29,26.7,High School,Unemployed,Married,Other,2024-02-19,0
56.0,46801.89,400.0,4972.91,9.5,Master,Retired,Married,Own,2023-05-31,0
19.0,57692.65,532.0,24445.25,28.9,Bachelor,Employed,Married,Own,2025-09-10,0
66.0,70766.63,742.0,15314.24,32.9,Bachelor,Employed,Married,Other,2024-10-02,0
28.0,59489.32,418.0,26221.73,39.8,High School,Employed,Single,Mortgage,2025-07-26,1
78.0,67452.28,752.0,45298.54,24.6,High School,Employed,Divorced,Rent,2024-07-04,0
22.0,,,17679.31,34.5,High School,Employed,Divorced,Mortgage,2025-03-09,1
42.0,50649.08,531.0,8484.27,33.3,Master,Employed,Single,Rent,2024-05-03,0
63.0,42785.81,775.0,723.56,27.0,Bachelor,Retired,Widowed,Mortgage,2024-12-11,0
76.0,34810.73,319.0,464.66,26.3,High School,Unemployed,Single,Other,2023-05-28,0
50.0,59399.24,676.0,6223.04,35.7,Bachelor,Employed,Single,Mortgage,2023-05-27,1
18.0,30350.34,689.0,1806.86,33.0,Bachelor,Employed,Married,Mortgage,2025-05-03,0
27.0,46539.49,764.0,3827.98,8.9,Master,Employed,Married,Mortgage,2025-07-28,0
41.0,63522.12,576.0,6963.04,5.2,Bachelor,Unemployed,Married,Own,2025-01-16,1
75.0,70824.69,500.0,8466.77,3.6,High School,Employed,Single,Rent,2024-10-21,1
74.0,60674.34,408.0,6892.36,32.3,High School,Unemployed,Married,Mortgage,2023-12-15,1
46.0,27502.45,567.0,12798.8,2.7,High School,Employed,Single,Mortgage,2024-04-08,0
46.0,51315.49,784.0,20.21,0.2,Bachelor,Employed,Divorced,Rent,2023-11-22,1
32.0,,,3133.69,36.7,PhD,Retired,Single,Rent,2023-07-06,1
77.0,52178.06,814.0,5123.96,1.2,PhD,Employed,Married,Own,2023-05-04,0
53.0,64481.12,476.0,4638.94,31.5,Master,Employed,Single,Own,2025-05-11,1
18.0,57771.0,340.0,5867.34,19.1,High School,Retired,Married,Own,2024-08-31,0
25.0,,,4347.95,31.2,Bachelor,Self-Employed,Divorced,Rent,2023-05-24,1
37.0,30245.67,525.0,3756.59,33.8,Master,Employed,Single,Rent,2025-08-26,0
78.0,53907.93,602.0,12326.8,6.4,Bachelor,Employed,Single,Other,2023-07-17,1
64.0,69619.8,362.0,5992.49,0.8,High School,Employed,Married,Own,2024-09-01,1
66.0,46677.17,497.0,13223.31,21.4,High School,Employed,Single,Mortgage,2023-10-07,0
36.0,64674.39,331.0,38612.11,30.7,Bachelor,Employed,Single,Mortgage,2023-10-21,1
42.0,55362.89,423.0,5299.06,12.0,Bachelor,Employed,Married,Rent,2024-02-05,1
42.0,61962.26,560.0,18698.26,22.3,Bachelor,Employed,Married,Mortgage,2023-05-03,0
56.0,36787.05,375.0,5352.37,35.5,Bachelor,Employed,Single,Other,2023-07-03,0
40.0,97616.63,559.0,1986.9,37.9,High School,Self-Employed,Divorced,Rent,2023-07-22,0
62.0,22079.77,362.0,797.32,4.8,High School,Employed,Single,Own,2024-03-14,0
20.0,32085.94,818.0,16543.83,29.1,High School,Employed,Married,Mortgage,2023-09-04,1
21.0,69472.67,509.0,6339.83,39.6,Bachelor,Employed,Married,Rent,2024-02-20,1
78.0,42769.3,654.0,9958.24,15.4,PhD,Employed,Single,Own,2025-02-22,0
61.0,60994.63,474.0,13073.49,19.4,Bachelor,Employed,Single,Mortgage,2025-05-17,0
28.0,44579.21,526.0,3263.82,39.2,Bachelor,Self-Employed,Married,Other,2025-07-03,1
70.0,48379.43,835.0,571.26,9.3,High School,Employed,Divorced,Other,2025-07-19,0
77.0,32382.65,465.0,12123.02,23.9,PhD,Employed,Married,Own,2025-06-14,0
32.0,89250.5,772.0,2947.86,3.8,Master,Employed,Married,Own,2023-05-10,0
45.0,43701.5,733.0,17391.3,4.5,Master,Retired,Divorced,Mortgage,2024-09-29,1
42.0,47108.3,490.0,10159.85,0.5,Bachelor,Employed,Single,Rent,2024-02-07,1
74.0,39769.48,628.0,14806.77,39.5,High School,Employed,Single,Own,2025-06-13,1
30.0,77311.71,564.0,42201.69,11.8,High School,Self-Employed,Single,Own,2025-02-16,1
46.0,64855.3,622.0,13492.48,2.8,Master,Employed,Single,Rent,2025-01-05,0
74.0,89438.19,352.0,4094.84,5.7,PhD,Self-Employed,Single,Rent,2025-07-10,1
79.0,53069.15,348.0,7969.75,14.6,Bachelor,Employed,Married,Other,2023-08-08,1
47.0,61361.84,374.0,5603.4,36.1,Master,Self-Employed,Single,Mortgage,2024-10-03,1
64.0,26034.32,401.0,14844.85,5.6,High School,Employed,Widowed,Own,2025-07-12,1
49.0,17645.29,626.0,14957.14,4.2,Bachelor,Employed,Married,Other,2025-01-29,1
75.0,61096.25,702.0,4522.57,12.8,Bachelor,Self-Employed,Single,Mortgage,2025-03-25,1
32.0,55273.22,410.0,11894.94,2.8,High School,Employed,Married,Own,2025-07-16,1
39.0,58567.91,718.0,14996.44,34.2,High School,Self-Employed,Single,Own,2024-09-16,1
46.0,65639.13,540.0,5154.63,12.5,Bachelor,Retired,Divorced,Other,2025-04-26,1
52.0,60466.06,440.0,8026.88,10.1,Master,Self-Employed,Married,Own,2025-02-06,1
50.0,36970.89,613.0,7207.47,1.7,Master,Self-Employed,Divorced,Own,2024-01-22,1
42.0,32083.4,577.0,5956.19,35.0,High School,Employed,Widowed,Mortgage,2025-09-09,1
50.0,59583.37,766.0,14473.23,37.6,Master,Retired,Divorced,Own,2024-05-24,0
66.0,71980.85,460.0,21036.07,13.5,Master,Employed,Divorced,Mortgage,2023-09-25,1
29.0,46245.22,755.0,7397.36,37.3,High School,Employed,Divorced,Own,2025-04-07,0
25.0,61160.57,807.0,2434.23,32.2,High School,Employed,Single,Rent,2024-03-17,1
41.0,66524.85,839.0,2277.38,22.0,Bachelor,Employed,Single,Own,2024-05-11,1
79.0,27153.86,407.0,2547.51,17.5,PhD,Employed,Divorced,Rent,2023-04-23,1
77.0,30430.17,734.0,9637.15,38.5,Bachelor,Self-Employed,Married,Mortgage,2024-11-22,0
72.0,59243.24,713.0,8186.66,8.9,Bachelor,Retired,Married,Mortgage,2023-08-21,1
62.0,55669.42,592.0,9767.78,2.2,Bachelor,Employed,Single,Own,2025-05-27,1
75.0,57831.81,471.0,1434.67,0.6,High School,Retired,Single,Mortgage,2024-08-30,1
49.0,63270.9,604.0,24841.47,1.7,High School,Unemployed,Married,Own,2024-11-02,0
76.0,34267.57,756.0,4382.89,39.8,High School,Employed,Married,Other,2024-01-09,1
72.0,31425.56,324.0,3485.18,9.4,Bachelor,Self-Employed,Married,Rent,2025-09-18,1
25.0,52536.86,508.0,3276.93,20.9,Bachelor,Employed,Married,Rent,2025-04-30,1
45.0,40543.81,641.0,6953.25,12.7,Bachelor,Employed,Married,Own,2023-08-22,1
69.0,37566.08,674.0,22851.19,28.6,Bachelor,Employed,Married,Rent,2025-03-03,0
21.0,75751.48,715.0,53.61,19.6,Bachelor,Self-Employed,Married,Rent,2024-11-07,1
65.0,,606.0,12166.94,11.5,,Employed,Married,Rent,2023-11-14,0
43.0,73530.64,424.0,13783.45,37.5,High School,Employed,Single,Rent,2024-10-10,0
33.0,63533.82,601.0,15375.72,36.0,Bachelor,Employed,Married,Own,2024-02-15,1
49.0,50391.84,839.0,465.18,32.8,Bachelor,Employed,Single,Own,2025-06-25,0
48.0,61578.23,786.0,36592.3,18.4,Master,Self-Employed,Married,Rent,2024-12-10,1
33.0,46624.91,652.0,55892.81,32.2,Bachelor,Employed,Married,Rent,2023-12-25,1
41.0,41325.29,613.0,2843.68,5.0,Bachelor,Employed,Single,Rent,2023-09-16,0
54.0,54535.98,619.0,11733.78,7.8,High School,Employed,Single,Mortgage,2025-01-14,1
20.0,48772.24,774.0,40926.85,10.8,Master,Employed,Married,Rent,2024-09-19,1
54.0,47365.98,739.0,2449.18,22.1,High School,Self-Employed,Married,Own,2024-09-24,1
76.0,50954.5,321.0,15383.68,39.6,Bachelor,Retired,Single,Own,2023-10-10,0
58.0,34311.31,775.0,9090.56,33.5,High School,Self-Employed,Married,Rent,2024-01-12,1
71.0,59956.06,606.0,15453.82,5.1,Master,Employed,Married,Mortgage,2024-01-20,0
45.0,56282.59,594.0,23705.66,22.6,Bachelor,Employed,Divorced,Rent,2023-08-13,0
71.0,60103.48,513.0,4260.04,1.8,Bachelor,Employed,Single,Mortgage,2025-08-21,1
46.0,65432.57,843.0,1350.83,14.3,High School,Employed,Married,Rent,2025-04-02,0
46.0,70674.12,623.0,7795.11,6.2,Bachelor,Employed,Married,Rent,2024-04-17,0
45.0,36251.81,428.0,10936.08,24.9,High School,Employed,Divorced,Own,2023-12-14,1
19.0,47619.88,561.0,5782.05,2.4,PhD,Employed,Married,Other,2024-05-20,1
64.0,45878.79,643.0,19527.76,31.1,Master,Unemployed,Married,Own,2024-10-01,0
49.0,39039.77,760.0,2869.6,11.0,Bachelor,Employed,Single,Mortgage,2025-09-24,1
70.0,50947.48,621.0,1037.87,15.5,Bachelor,Self-Employed,Single,Mortgage,2025-03-08,1
74.0,44392.59,529.0,18022.1,23.3,PhD,Employed,Single,Own,2025-07-25,1
38.0,53903.98,534.0,9843.62,31.7,Bachelor,Employed,Single,Mortgage,2025-07-02,0
18.0,66126.24,720.0,6219.71,5.7,Master,Employed,Single,Own,2024-09-11,1
77.0,40971.69,720.0,2914.2,10.7,Bachelor,Employed,Divorced,Own,2025-05-13,1
62.0,56330.2,532.0,5036.98,8.3,Bachelor,Employed,Single,Own,2025-03-22,1
22.0,94193.19,747.0,5734.45,23.6,Bachelor,Employed,Married,Rent,2024-10-07,0
39.0,25527.49,624.0,19259.36,31.8,High School,Employed,Divorced,Mortgage,2025-05-04,1
69.0,32551.69,623.0,13065.03,12.6,PhD,Employed,Single,Mortgage,2024-07-10,1
70.0,17392.68,456.0,1534.49,12.5,High School,Self-Employed,Married,Rent,2025-08-25,1
47.0,49387.13,649.0,11315.7,13.7,Bachelor,Employed,Married,Mortgage,2024-07-31,1
64.0,73380.2,657.0,43221.82,14.4,Bachelor,Retired,Widowed,Own,2025-03-06,0
67.0,51035.08,659.0,46138.45,11.0,Bachelor,Employed,Married,Mortgage,2023-03-27,1
74.0,43347.8,549.0,12532.01,13.3,Bachelor,Retired,Married,Other,2023-08-31,1
29.0,66421.76,819.0,28122.75,7.8,High School,Employed,Single,Own,2024-11-29,0
50.0,57459.38,704.0,101.42,8.6,High School,Employed,Married,Rent,2023-06-09,0
77.0,61556.38,640.0,13969.04,10.5,PhD,Unemployed,Single,Mortgage,2024-06-08,0
61.0,80786.79,649.0,4973.47,31.2,Bachelor,Employed,Married,Rent,2023-02-05,1
45.0,51334.28,318.0,2331.39,11.8,PhD,Employed,Married,Own,2024-06-24,1
44.0,76585.67,814.0,22637.57,17.6,High School,Self-Employed,Divorced,Rent,2023-06-20,0
50.0,39912.66,848.0,27116.23,2.4,Bachelor,Retired,Married,Own,2024-10-16,0
73.0,50900.44,472.0,7193.31,25.0,High School,Employed,Married,Own,2025-06-17,1
36.0,26650.76,770.0,22441.77,3.3,High School,Employed,Single,Own,2025-05-15,1
69.0,73714.31,456.0,6748.46,12.9,High School,Employed,Divorced,Own,2025-05-05,0
43.0,58227.95,672.0,2135.77,18.1,High School,Employed,Single,Mortgage,2025-08-10,1
62.0,52115.55,636.0,10288.37,12.6,PhD,Employed,Single,Own,2025-01-03,0
46.0,25113.63,512.0,3223.4,26.2,Master,Employed,Married,Mortgage,2023-04-06,0
54.0,50349.61,677.0,26491.46,12.9,High School,Self-Employed,Single,Mortgage,2024-07-17,1
44.0,62607.91,504.0,1261.22,11.5,Master,Employed,Divorced,Rent,2023-08-29,1
53.0,46070.5,321.0,9579.32,29.8,Bachelor,Self-Employed,Married,Mortgage,2025-01-12,1
62.0,63361.07,753.0,7941.45,6.0,Bachelor,Employed,Single,Mortgage,2024-07-28,1
52.0,38869.7,438.0,4643.97,27.5,Bachelor,Self-Employed,Divorced,Rent,2024-11-21,1
61.0,57729.09,776.0,3508.96,33.3,Master,Self-Employed,Divorced,Mortgage,2024-04-05,0
75.0,59602.85,473.0,437.82,18.8,Bachelor,Self-Employed,Married,Rent,2024-07-07,0
78.0,40270.06,535.0,2706.08,3.4,PhD,Employed,Divorced,Own,2025-06-05,1
60.0,69956.58,423.0,1336.75,11.1,Bachelor,Self-Employed,Married,Other,2023-07-26,0
53.0,70322.68,571.0,2309.46,32.5,High School,Retired,Married,Own,2024-01-28,1
75.0,39247.01,679.0,795.63,0.6,Master,Employed,Married,Own,2025-03-05,0
52.0,41983.9,346.0,19648.55,35.8,High School,Employed,Divorced,Own,2024-02-02,1
42.0,69037.66,848.0,3653.57,5.0,Bachelor,Self-Employed,Married,Own,2025-02-05,0
37.0,42510.54,602.0,8081.93,7.1,Master,Retired,Divorced,Own,2025-06-02,0
59.0,35952.29,601.0,11118.66,9.9,Bachelor,Self-Employed,Divorced,Mortgage,2023-08-06,1
60.0,39587.81,378.0,29449.49,4.3,Master,Unemployed,Single,Own,2023-01-05,1
58.0,97129.5,487.0,15578.39,25.7,Bachelor,Employed,Married,Rent,2025-02-07,0
63.0,50428.95,454.0,2244.76,21.0,High School,Self-Employed,Single,Other,2024-10-04,1
62.0,78395.55,448.0,14392.45,7.8,Bachelor,Employed,Divorced,Own,2025-06-24,1
79.0,82338.27,374.0,7970.48,31.5,High School,Retired,Married,Own,2024-09-04,1
42.0,55136.42,793.0,12128.12,18.9,Bachelor,Unemployed,Widowed,Rent,2025-01-08,1
68.0,,539.0,7887.45,35.2,High School,Employed,Divorced,Mortgage,2024-06-30,1
51.0,31715.41,764.0,6067.35,29.2,Master,Self-Employed,Married,Mortgage,2024-12-26,1
45.0,,,13205.2,13.3,High School,Employed,Married,Rent,2024-11-14,1
61.0,53898.82,582.0,4882.87,37.1,Bachelor,Employed,Married,Rent,2023-04-09,1
38.0,47842.31,589.0,3618.65,28.3,PhD,Employed,Married,Rent,2025-03-15,1
58.0,52948.73,664.0,24103.15,23.6,High School,Self-Employed,Single,Own,2024-12-28,0
23.0,35069.67,383.0,5552.5,35.8,Master,Employed,Married,Own,2024-07-27,1
35.0,70349.5,490.0,1559.38,3.7,Bachelor,Employed,Married,Own,2024-02-11,1
19.0,54767.08,646.0,11927.93,18.7,Master,Employed,Divorced,Mortgage,2024-05-17,1
64.0,58791.58,762.0,2407.44,8.9,Master,Retired,Widowed,Mortgage,2023-02-17,1
75.0,50811.06,790.0,1473.4,37.7,Bachelor,Unemployed,Married,Rent,2023-02-02,0
36.0,68927.31,559.0,1215.25,13.1,Bachelor,Employed,Married,Mortgage,2025-02-18,0
59.0,52453.6,770.0,23361.21,38.6,PhD,Employed,Married,Own,2025-04-19,1
47.0,83857.97,700.0,5956.82,9.4,Master,Employed,Married,Own,2023-07-20,0
26.0,77704.7,365.0,4531.14,33.5,Bachelor,Employed,Divorced,Own,2023-05-15,1
19.0,44151.34,698.0,8229.7,34.9,PhD,Employed,Single,Mortgage,2023-01-28,0
56.0,62199.45,312.0,28943.63,9.4,High School,Employed,Single,Own,2025-06-07,1
28.0,70957.47,847.0,18532.82,16.4,High School,Employed,Married,Mortgage,2023-08-19,0
59.0,65457.1,832.0,42864.74,12.1,Bachelor,Employed,Married,Rent,2024-05-04,0
79.0,13753.22,556.0,568.06,23.5,Master,Employed,Married,Mortgage,2025-02-11,1
36.0,61519.75,455.0,4655.34,23.2,Bachelor,Employed,Married,Mortgage,2024-01-14,1
40.0,88570.59,734.0,115.47,14.1,Bachelor,Unemployed,Single,Mortgage,2023-10-16,1
38.0,52631.32,518.0,3299.47,19.2,PhD,Employed,Married,Rent,2024-02-23,0
22.0,36890.74,642.0,1423.06,38.5,Master,Employed,Single,Own,2024-11-05,1
25.0,70519.78,588.0,5577.35,5.1,Bachelor,Employed,Married,Own,2024-01-27,1
36.0,65347.12,804.0,7801.14,7.9,Bachelor,Self-Employed,Divorced,Rent,2024-08-15,1
49.0,40432.2,375.0,7911.69,12.7,Bachelor,Employed,Married,Rent,2024-05-13,0
25.0,61463.78,799.0,998.79,12.7,Bachelor,Unemployed,Divorced,Other,2023-05-19,1
21.0,57016.69,525.0,6129.22,8.7,Bachelor,Employed,Single,Mortgage,2023-03-04,0
41.0,64181.15,744.0,3520.95,26.1,High School,Employed,Widowed,Mortgage,2024-04-16,1
33.0,51149.24,561.0,990.77,18.1,High School,Unemployed,Single,Own,2024-10-09,1
46.0,,790.0,2287.35,28.4,,Employed,Married,Rent,2023-05-09,1
47.0,49848.26,791.0,619.78,12.3,High School,Self-Employed,Married,Own,2025-09-13,1
67.0,67795.81,601.0,12540.08,29.2,Bachelor,Retired,Divorced,Rent,2024-06-04,0
